,symbol,fundingTime,fundingRate,datetime
2021-09-27 19:00:00.000,ETHUSDT,1632758400000,0.0001,2021-09-27 19:00:00
2021-09-28 03:00:00.000,ETHUSDT,1632787200000,-0.00000856,2021-09-28 03:00:00
2021-09-28 11:00:00.014,ETHUSDT,1632816000014,0.00002806,2021-09-28 11:00:00
2021-09-28 19:00:00.000,ETHUSDT,1632844800000,0.00001524,2021-09-28 19:00:00
2021-09-29 03:00:00.000,ETHUSDT,1632873600000,-0.00008501,2021-09-29 03:00:00
2021-09-29 11:00:00.002,ETHUSDT,1632902400002,-0.00002112,2021-09-29 11:00:00
2021-09-29 19:00:00.000,ETHUSDT,1632931200000,0.0001,2021-09-29 19:00:00
2021-09-30 03:00:00.000,ETHUSDT,1632960000000,-0.00012951,2021-09-30 03:00:00
2021-09-30 11:00:00.004,ETHUSDT,1632988800004,0.0001,2021-09-30 11:00:00
2021-09-30 19:00:00.005,ETHUSDT,1633017600005,0.0001,2021-09-30 19:00:00
2021-10-01 03:00:00.012,ETHUSDT,1633046400012,0.00004598,2021-10-01 03:00:00
2021-10-01 11:00:00.008,ETHUSDT,1633075200008,0.00002073,2021-10-01 11:00:00
2021-10-01 19:00:00.000,ETHUSDT,1633104000000,0.0001,2021-10-01 19:00:00
2021-10-02 03:00:00.000,ETHUSDT,1633132800000,0.0001,2021-10-02 03:00:00
2021-10-02 11:00:00.002,ETHUSDT,1633161600002,0.0001,2021-10-02 11:00:00
2021-10-02 19:00:00.011,ETHUSDT,1633190400011,0.0001,2021-10-02 19:00:00
2021-10-03 03:00:00.019,ETHUSDT,1633219200019,0.0001,2021-10-03 03:00:00
2021-10-03 11:00:00.011,ETHUSDT,1633248000011,0.0001,2021-10-03 11:00:00
2021-10-03 19:00:00.004,ETHUSDT,1633276800004,0.0001,2021-10-03 19:00:00
2021-10-04 03:00:00.004,ETHUSDT,1633305600004,0.0001,2021-10-04 03:00:00
2021-10-04 11:00:00.000,ETHUSDT,1633334400000,0.0001,2021-10-04 11:00:00
2021-10-04 19:00:00.000,ETHUSDT,1633363200000,0.0001,2021-10-04 19:00:00
2021-10-05 03:00:00.007,ETHUSDT,1633392000007,0.0001,2021-10-05 03:00:00
2021-10-05 11:00:00.007,ETHUSDT,1633420800007,0.0001,2021-10-05 11:00:00
2021-10-05 19:00:00.004,ETHUSDT,1633449600004,0.0001,2021-10-05 19:00:00
2021-10-06 03:00:00.002,ETHUSDT,1633478400002,0.0001,2021-10-06 03:00:00
2021-10-06 11:00:00.000,ETHUSDT,1633507200000,0.0001,2021-10-06 11:00:00
2021-10-06 19:00:00.003,ETHUSDT,1633536000003,0.00014323,2021-10-06 19:00:00
2021-10-07 03:00:00.007,ETHUSDT,1633564800007,0.00031991,2021-10-07 03:00:00
2021-10-07 11:00:00.002,ETHUSDT,1633593600002,0.00019601,2021-10-07 11:00:00
2021-10-07 19:00:00.000,ETHUSDT,1633622400000,0.00024648,2021-10-07 19:00:00
2021-10-08 03:00:00.011,ETHUSDT,1633651200011,0.00018942,2021-10-08 03:00:00
2021-10-08 11:00:00.003,ETHUSDT,1633680000003,0.0001,2021-10-08 11:00:00
2021-10-08 19:00:00.002,ETHUSDT,1633708800002,0.00026363,2021-10-08 19:00:00
2021-10-09 03:00:00.006,ETHUSDT,1633737600006,0.0001,2021-10-09 03:00:00
2021-10-09 11:00:00.003,ETHUSDT,1633766400003,0.0001,2021-10-09 11:00:00
2021-10-09 19:00:00.000,ETHUSDT,1633795200000,0.0001,2021-10-09 19:00:00
2021-10-10 03:00:00.000,ETHUSDT,1633824000000,0.0001,2021-10-10 03:00:00
2021-10-10 11:00:00.008,ETHUSDT,1633852800008,0.0001,2021-10-10 11:00:00
2021-10-10 19:00:00.000,ETHUSDT,1633881600000,0.0001,2021-10-10 19:00:00
2021-10-11 03:00:00.002,ETHUSDT,1633910400002,0.0001,2021-10-11 03:00:00
2021-10-11 11:00:00.001,ETHUSDT,1633939200001,0.0001,2021-10-11 11:00:00
2021-10-11 19:00:00.006,ETHUSDT,1633968000006,0.0003307,2021-10-11 19:00:00
2021-10-12 03:00:00.008,ETHUSDT,1633996800008,0.0001,2021-10-12 03:00:00
2021-10-12 11:00:00.013,ETHUSDT,1634025600013,0.0001,2021-10-12 11:00:00
2021-10-12 19:00:00.003,ETHUSDT,1634054400003,0.0001,2021-10-12 19:00:00
2021-10-13 03:00:00.003,ETHUSDT,1634083200003,0.0001,2021-10-13 03:00:00
2021-10-13 11:00:00.015,ETHUSDT,1634112000015,0.0001,2021-10-13 11:00:00
2021-10-13 19:00:00.000,ETHUSDT,1634140800000,0.0001,2021-10-13 19:00:00
2021-10-14 03:00:00.011,ETHUSDT,1634169600011,0.00018908,2021-10-14 03:00:00
2021-10-14 11:00:00.017,ETHUSDT,1634198400017,0.00028381,2021-10-14 11:00:00
2021-10-14 19:00:00.000,ETHUSDT,1634227200000,0.00032142,2021-10-14 19:00:00
2021-10-15 03:00:00.005,ETHUSDT,1634256000005,0.00041315,2021-10-15 03:00:00
2021-10-15 11:00:00.002,ETHUSDT,1634284800002,0.00039194,2021-10-15 11:00:00
2021-10-15 19:00:00.005,ETHUSDT,1634313600005,0.00023043,2021-10-15 19:00:00
2021-10-16 03:00:00.009,ETHUSDT,1634342400009,0.00031365,2021-10-16 03:00:00
2021-10-16 11:00:00.000,ETHUSDT,1634371200000,0.00024049,2021-10-16 11:00:00
2021-10-16 19:00:00.003,ETHUSDT,1634400000003,0.00052591,2021-10-16 19:00:00
2021-10-17 03:00:00.001,ETHUSDT,1634428800001,0.00033305,2021-10-17 03:00:00
2021-10-17 11:00:00.002,ETHUSDT,1634457600002,0.00037505,2021-10-17 11:00:00
2021-10-17 19:00:00.002,ETHUSDT,1634486400002,0.00053706,2021-10-17 19:00:00
2021-10-18 03:00:00.006,ETHUSDT,1634515200006,0.00023924,2021-10-18 03:00:00
2021-10-18 11:00:00.004,ETHUSDT,1634544000004,0.0003827,2021-10-18 11:00:00
2021-10-18 19:00:00.001,ETHUSDT,1634572800001,0.0001968,2021-10-18 19:00:00
2021-10-19 03:00:00.002,ETHUSDT,1634601600002,0.00036846,2021-10-19 03:00:00
2021-10-19 11:00:00.000,ETHUSDT,1634630400000,0.00035703,2021-10-19 11:00:00
2021-10-19 19:00:00.000,ETHUSDT,1634659200000,0.00020322,2021-10-19 19:00:00
2021-10-20 03:00:00.017,ETHUSDT,1634688000017,0.00030103,2021-10-20 03:00:00
2021-10-20 11:00:00.004,ETHUSDT,1634716800004,0.00022709,2021-10-20 11:00:00
2021-10-20 19:00:00.020,ETHUSDT,1634745600020,0.00072515,2021-10-20 19:00:00
2021-10-21 03:00:00.000,ETHUSDT,1634774400000,0.00050619,2021-10-21 03:00:00
2021-10-21 11:00:00.000,ETHUSDT,1634803200000,0.00051537,2021-10-21 11:00:00
2021-10-21 19:00:00.008,ETHUSDT,1634832000008,0.00080402,2021-10-21 19:00:00
2021-10-22 03:00:00.005,ETHUSDT,1634860800005,0.00035282,2021-10-22 03:00:00
2021-10-22 11:00:00.005,ETHUSDT,1634889600005,0.00034276,2021-10-22 11:00:00
2021-10-22 19:00:00.018,ETHUSDT,1634918400018,0.00032256,2021-10-22 19:00:00
2021-10-23 03:00:00.005,ETHUSDT,1634947200005,0.00023902,2021-10-23 03:00:00
2021-10-23 11:00:00.001,ETHUSDT,1634976000001,0.00015138,2021-10-23 11:00:00
2021-10-23 19:00:00.004,ETHUSDT,1635004800004,0.00024606,2021-10-23 19:00:00
2021-10-24 03:00:00.006,ETHUSDT,1635033600006,0.00018961,2021-10-24 03:00:00
2021-10-24 11:00:00.012,ETHUSDT,1635062400012,0.00046408,2021-10-24 11:00:00
2021-10-24 19:00:00.001,ETHUSDT,1635091200001,0.00039289,2021-10-24 19:00:00
2021-10-25 03:00:00.012,ETHUSDT,1635120000012,0.00019298,2021-10-25 03:00:00
2021-10-25 11:00:00.002,ETHUSDT,1635148800002,0.00047527,2021-10-25 11:00:00
2021-10-25 19:00:00.022,ETHUSDT,1635177600022,0.00048823,2021-10-25 19:00:00
2021-10-26 03:00:00.005,ETHUSDT,1635206400005,0.00039142,2021-10-26 03:00:00
2021-10-26 11:00:00.016,ETHUSDT,1635235200016,0.00037012,2021-10-26 11:00:00
2021-10-26 19:00:00.000,ETHUSDT,1635264000000,0.00043832,2021-10-26 19:00:00
2021-10-27 03:00:00.004,ETHUSDT,1635292800004,0.00030844,2021-10-27 03:00:00
2021-10-27 11:00:00.000,ETHUSDT,1635321600000,0.00059665,2021-10-27 11:00:00
2021-10-27 19:00:00.002,ETHUSDT,1635350400002,0.00012399,2021-10-27 19:00:00
2021-10-28 03:00:00.002,ETHUSDT,1635379200002,0.00019556,2021-10-28 03:00:00
2021-10-28 11:00:00.000,ETHUSDT,1635408000000,0.0001,2021-10-28 11:00:00
2021-10-28 19:00:00.005,ETHUSDT,1635436800005,0.0001,2021-10-28 19:00:00
2021-10-29 03:00:00.000,ETHUSDT,1635465600000,0.00025971,2021-10-29 03:00:00
2021-10-29 11:00:00.007,ETHUSDT,1635494400007,0.00040402,2021-10-29 11:00:00
2021-10-29 19:00:00.001,ETHUSDT,1635523200001,0.00037311,2021-10-29 19:00:00
2021-10-30 03:00:00.000,ETHUSDT,1635552000000,0.00013087,2021-10-30 03:00:00
2021-10-30 11:00:00.001,ETHUSDT,1635580800001,0.00046654,2021-10-30 11:00:00
2021-10-30 19:00:00.013,ETHUSDT,1635609600013,0.00024213,2021-10-30 19:00:00
2021-10-31 03:00:00.008,ETHUSDT,1635638400008,0.00013682,2021-10-31 03:00:00
2021-10-31 11:00:00.010,ETHUSDT,1635667200010,0.0001,2021-10-31 11:00:00
2021-10-31 19:00:00.001,ETHUSDT,1635696000001,0.00021779,2021-10-31 19:00:00
2021-11-01 03:00:00.009,ETHUSDT,1635724800009,0.00024088,2021-11-01 03:00:00
2021-11-01 11:00:00.014,ETHUSDT,1635753600014,0.00013798,2021-11-01 11:00:00
2021-11-01 19:00:00.001,ETHUSDT,1635782400001,0.00026687,2021-11-01 19:00:00
2021-11-02 03:00:00.000,ETHUSDT,1635811200000,0.00020736,2021-11-02 03:00:00
2021-11-02 11:00:00.007,ETHUSDT,1635840000007,0.00045079,2021-11-02 11:00:00
2021-11-02 19:00:00.010,ETHUSDT,1635868800010,0.00052167,2021-11-02 19:00:00
2021-11-03 03:00:00.019,ETHUSDT,1635897600019,0.0001,2021-11-03 03:00:00
2021-11-03 11:00:00.000,ETHUSDT,1635926400000,0.00044614,2021-11-03 11:00:00
2021-11-03 19:00:00.005,ETHUSDT,1635955200005,0.00025564,2021-11-03 19:00:00
2021-11-04 03:00:00.006,ETHUSDT,1635984000006,0.00047967,2021-11-04 03:00:00
2021-11-04 11:00:00.004,ETHUSDT,1636012800004,0.0003137,2021-11-04 11:00:00
2021-11-04 19:00:00.004,ETHUSDT,1636041600004,0.00028111,2021-11-04 19:00:00
2021-11-05 03:00:00.000,ETHUSDT,1636070400000,0.0002238,2021-11-05 03:00:00
2021-11-05 11:00:00.013,ETHUSDT,1636099200013,0.00014351,2021-11-05 11:00:00
2021-11-05 19:00:00.016,ETHUSDT,1636128000016,0.00033389,2021-11-05 19:00:00
2021-11-06 03:00:00.010,ETHUSDT,1636156800010,0.00040376,2021-11-06 03:00:00
2021-11-06 11:00:00.000,ETHUSDT,1636185600000,0.00043015,2021-11-06 11:00:00
2021-11-06 19:00:00.007,ETHUSDT,1636214400007,0.0001,2021-11-06 19:00:00
2021-11-07 03:00:00.013,ETHUSDT,1636243200013,0.00023166,2021-11-07 03:00:00
2021-11-07 11:00:00.005,ETHUSDT,1636272000005,0.00018519,2021-11-07 11:00:00
2021-11-07 19:00:00.004,ETHUSDT,1636300800004,0.00032259,2021-11-07 19:00:00
2021-11-08 03:00:00.001,ETHUSDT,1636329600001,0.00021005,2021-11-08 03:00:00
2021-11-08 11:00:00.000,ETHUSDT,1636358400000,0.00028714,2021-11-08 11:00:00
2021-11-08 19:00:00.000,ETHUSDT,1636387200000,0.00023,2021-11-08 19:00:00
2021-11-09 03:00:00.000,ETHUSDT,1636416000000,0.0001,2021-11-09 03:00:00
2021-11-09 11:00:00.014,ETHUSDT,1636444800014,0.0001,2021-11-09 11:00:00
2021-11-09 19:00:00.001,ETHUSDT,1636473600001,0.0001,2021-11-09 19:00:00
2021-11-10 03:00:00.000,ETHUSDT,1636502400000,0.00021036,2021-11-10 03:00:00
2021-11-10 11:00:00.003,ETHUSDT,1636531200003,0.00020446,2021-11-10 11:00:00
2021-11-10 19:00:00.001,ETHUSDT,1636560000001,0.00027928,2021-11-10 19:00:00
2021-11-11 03:00:00.008,ETHUSDT,1636588800008,0.0001722,2021-11-11 03:00:00
2021-11-11 11:00:00.012,ETHUSDT,1636617600012,0.00015754,2021-11-11 11:00:00
2021-11-11 19:00:00.007,ETHUSDT,1636646400007,0.0001,2021-11-11 19:00:00
2021-11-12 03:00:00.000,ETHUSDT,1636675200000,0.0001,2021-11-12 03:00:00
2021-11-12 11:00:00.000,ETHUSDT,1636704000000,0.0001,2021-11-12 11:00:00
2021-11-12 19:00:00.004,ETHUSDT,1636732800004,0.0001,2021-11-12 19:00:00
2021-11-13 03:00:00.000,ETHUSDT,1636761600000,0.0001,2021-11-13 03:00:00
2021-11-13 11:00:00.004,ETHUSDT,1636790400004,0.0001,2021-11-13 11:00:00
2021-11-13 19:00:00.006,ETHUSDT,1636819200006,0.0001,2021-11-13 19:00:00
2021-11-14 03:00:00.010,ETHUSDT,1636848000010,0.0001,2021-11-14 03:00:00
2021-11-14 11:00:00.001,ETHUSDT,1636876800001,0.0001,2021-11-14 11:00:00
2021-11-14 19:00:00.000,ETHUSDT,1636905600000,0.0001,2021-11-14 19:00:00
2021-11-15 03:00:00.008,ETHUSDT,1636934400008,0.00023003,2021-11-15 03:00:00
2021-11-15 11:00:00.000,ETHUSDT,1636963200000,0.0002453,2021-11-15 11:00:00
2021-11-15 19:00:00.000,ETHUSDT,1636992000000,0.0001,2021-11-15 19:00:00
2021-11-16 03:00:00.000,ETHUSDT,1637020800000,0.00015753,2021-11-16 03:00:00
2021-11-16 11:00:00.001,ETHUSDT,1637049600001,0.0001,2021-11-16 11:00:00
2021-11-16 19:00:00.018,ETHUSDT,1637078400018,0.0001,2021-11-16 19:00:00
2021-11-17 03:00:00.005,ETHUSDT,1637107200005,0.0001,2021-11-17 03:00:00
2021-11-17 11:00:00.007,ETHUSDT,1637136000007,0.0001,2021-11-17 11:00:00
2021-11-17 19:00:00.003,ETHUSDT,1637164800003,0.0001,2021-11-17 19:00:00
2021-11-18 03:00:00.017,ETHUSDT,1637193600017,0.0001,2021-11-18 03:00:00
2021-11-18 11:00:00.007,ETHUSDT,1637222400007,0.0001,2021-11-18 11:00:00
2021-11-18 19:00:00.011,ETHUSDT,1637251200011,0.0001,2021-11-18 19:00:00
2021-11-19 03:00:00.000,ETHUSDT,1637280000000,0.0001,2021-11-19 03:00:00
2021-11-19 11:00:00.000,ETHUSDT,1637308800000,0.0001,2021-11-19 11:00:00
2021-11-19 19:00:00.005,ETHUSDT,1637337600005,0.0001,2021-11-19 19:00:00
2021-11-20 03:00:00.012,ETHUSDT,1637366400012,0.0001,2021-11-20 03:00:00
2021-11-20 11:00:00.000,ETHUSDT,1637395200000,0.0001,2021-11-20 11:00:00
2021-11-20 19:00:00.007,ETHUSDT,1637424000007,0.0001,2021-11-20 19:00:00
2021-11-21 03:00:00.000,ETHUSDT,1637452800000,0.0001,2021-11-21 03:00:00
2021-11-21 11:00:00.006,ETHUSDT,1637481600006,0.0001,2021-11-21 11:00:00
2021-11-21 19:00:00.000,ETHUSDT,1637510400000,0.0001,2021-11-21 19:00:00
2021-11-22 03:00:00.004,ETHUSDT,1637539200004,0.0001,2021-11-22 03:00:00
2021-11-22 11:00:00.000,ETHUSDT,1637568000000,0.0001,2021-11-22 11:00:00
2021-11-22 19:00:00.000,ETHUSDT,1637596800000,0.0001,2021-11-22 19:00:00
2021-11-23 03:00:00.004,ETHUSDT,1637625600004,0.0001,2021-11-23 03:00:00
2021-11-23 11:00:00.010,ETHUSDT,1637654400010,0.0001,2021-11-23 11:00:00
2021-11-23 19:00:00.005,ETHUSDT,1637683200005,0.0001,2021-11-23 19:00:00
2021-11-24 03:00:00.001,ETHUSDT,1637712000001,0.0001,2021-11-24 03:00:00
2021-11-24 11:00:00.003,ETHUSDT,1637740800003,0.0001,2021-11-24 11:00:00
2021-11-24 19:00:00.010,ETHUSDT,1637769600010,0.0001,2021-11-24 19:00:00
2021-11-25 03:00:00.000,ETHUSDT,1637798400000,0.0001,2021-11-25 03:00:00
2021-11-25 11:00:00.010,ETHUSDT,1637827200010,0.0001,2021-11-25 11:00:00
2021-11-25 19:00:00.000,ETHUSDT,1637856000000,0.00035137,2021-11-25 19:00:00
2021-11-26 03:00:00.000,ETHUSDT,1637884800000,0.00026113,2021-11-26 03:00:00
2021-11-26 11:00:00.000,ETHUSDT,1637913600000,0.00027132,2021-11-26 11:00:00
2021-11-26 19:00:00.016,ETHUSDT,1637942400016,0.0001,2021-11-26 19:00:00
2021-11-27 03:00:00.005,ETHUSDT,1637971200005,0.0001,2021-11-27 03:00:00
2021-11-27 11:00:00.008,ETHUSDT,1638000000008,0.0001,2021-11-27 11:00:00
2021-11-27 19:00:00.007,ETHUSDT,1638028800007,0.0001,2021-11-27 19:00:00
2021-11-28 03:00:00.018,ETHUSDT,1638057600018,0.0001,2021-11-28 03:00:00
2021-11-28 11:00:00.000,ETHUSDT,1638086400000,0.0001,2021-11-28 11:00:00
2021-11-28 19:00:00.004,ETHUSDT,1638115200004,0.0001,2021-11-28 19:00:00
2021-11-29 03:00:00.002,ETHUSDT,1638144000002,0.0001,2021-11-29 03:00:00
2021-11-29 11:00:00.004,ETHUSDT,1638172800004,0.0001,2021-11-29 11:00:00
2021-11-29 19:00:00.000,ETHUSDT,1638201600000,0.0001,2021-11-29 19:00:00
2021-11-30 03:00:00.000,ETHUSDT,1638230400000,0.0001,2021-11-30 03:00:00
2021-11-30 11:00:00.006,ETHUSDT,1638259200006,0.0001,2021-11-30 11:00:00
2021-11-30 19:00:00.000,ETHUSDT,1638288000000,0.00019202,2021-11-30 19:00:00
2021-12-01 03:00:00.000,ETHUSDT,1638316800000,0.0001625,2021-12-01 03:00:00
2021-12-01 11:00:00.000,ETHUSDT,1638345600000,0.0001,2021-12-01 11:00:00
2021-12-01 19:00:00.001,ETHUSDT,1638374400001,0.0001,2021-12-01 19:00:00
2021-12-02 03:00:00.000,ETHUSDT,1638403200000,0.0001,2021-12-02 03:00:00
2021-12-02 11:00:00.007,ETHUSDT,1638432000007,0.0001,2021-12-02 11:00:00
2021-12-02 19:00:00.008,ETHUSDT,1638460800008,0.0001,2021-12-02 19:00:00
2021-12-03 03:00:00.004,ETHUSDT,1638489600004,0.00012562,2021-12-03 03:00:00
2021-12-03 11:00:00.002,ETHUSDT,1638518400002,0.0001,2021-12-03 11:00:00
2021-12-03 19:00:00.006,ETHUSDT,1638547200006,0.0001,2021-12-03 19:00:00
2021-12-04 03:00:00.006,ETHUSDT,1638576000006,0.0001,2021-12-04 03:00:00
2021-12-04 11:00:00.004,ETHUSDT,1638604800004,0.00006583,2021-12-04 11:00:00
2021-12-04 19:00:00.000,ETHUSDT,1638633600000,0.0001,2021-12-04 19:00:00
2021-12-05 03:00:00.003,ETHUSDT,1638662400003,0.0001,2021-12-05 03:00:00
2021-12-05 11:00:00.008,ETHUSDT,1638691200008,0.0001,2021-12-05 11:00:00
2021-12-05 19:00:00.007,ETHUSDT,1638720000007,0.0001,2021-12-05 19:00:00
2021-12-06 03:00:00.009,ETHUSDT,1638748800009,0.0001,2021-12-06 03:00:00
2021-12-06 11:00:00.001,ETHUSDT,1638777600001,0.0001,2021-12-06 11:00:00
2021-12-06 19:00:00.000,ETHUSDT,1638806400000,0.0001,2021-12-06 19:00:00
2021-12-07 03:00:00.018,ETHUSDT,1638835200018,0.0001,2021-12-07 03:00:00
2021-12-07 11:00:00.000,ETHUSDT,1638864000000,0.0000706,2021-12-07 11:00:00
2021-12-07 19:00:00.000,ETHUSDT,1638892800000,0.0001,2021-12-07 19:00:00
2021-12-08 03:00:00.000,ETHUSDT,1638921600000,0.0001,2021-12-08 03:00:00
2021-12-08 11:00:00.018,ETHUSDT,1638950400018,0.0001,2021-12-08 11:00:00
2021-12-08 19:00:00.010,ETHUSDT,1638979200010,0.0001,2021-12-08 19:00:00
2021-12-09 03:00:00.010,ETHUSDT,1639008000010,0.0001,2021-12-09 03:00:00
